gvkey,company_name,years_available,roa_trend,roa_trend_r2,roa_volatility,roe_trend,roe_trend_r2,roe_volatility,ebit_margin_trend,ebit_margin_trend_r2,ebit_margin_volatility,revt_trend,revt_trend_r2,revt_volatility,revt_cagr,debt_to_equity_trend,debt_to_equity_trend_r2,debt_to_equity_volatility,cluster,cluster_name
100431,HAPAG-LLOYD AG,11,2.515379552410443,0.3051790405628194,14.398795860909525,4.526882045332824,0.39938513651476437,22.651826648539384,3.2416051113864066,0.3898563721220257,16.417528918537297,1855.9572727272728,0.5687827111004542,7782.063680738829,10.874428478067655,-0.06938069097005194,0.6334430626153152,0.2756670308819258,3,Growing
100449,KUKA AG,11,-0.4631867169898604,0.258991599243745,2.878148896773809,-1.2210333941050815,0.29397707669412526,7.121489005938096,-0.36094486786114605,0.16697823251810087,2.7932572925293893,130.22363636363636,0.5638096764752917,548.4329706589358,5.941448534420446,-0.013629318274044441,0.15818439525793723,0.10836581812182922,3,Growing
100590,E.ON SE,11,0.03402854240760464,0.0022315220865026454,2.2779424713954035,16.28362400704672,0.10827437131745137,156.4905909234999,0.09306907973327724,0.007391161642140398,3.4233323923833345,974.1454545454546,0.009276371911631612,31984.144017190716,-3.0948670455667293,0.4619599543941336,0.15185723191699302,3.7487509618182164,0,Growing
100609,CONTINENTAL AG,11,-0.938632263498655,0.7222590861166054,3.4926009763149723,-1.9999289570596204,0.3588278342991959,10.557753224576512,-0.7538652456830097,0.7364185025449634,2.7779944665033045,38.436363636363765,0.0012213128285132322,3477.994044662922,1.4169969075610744,0.004158316593092613,0.013238943149874364,0.11428543682602121,1,Growing
100676,TUI AG,11,-0.6537878863754827,0.0770570550665644,7.447845619031899,17.26145511043128,0.07547133086007227,198.694753131569,-1.203153195840356,0.06308410577053884,15.148197311994114,-147.5081818181817,0.007755851818688177,5296.6510066220535,2.1572645288610914,-0.8554466557067671,0.07900796887971322,9.62404143682412,3,Growing
100736,K&S AG,11,-0.0731814294916662,0.0016178148930955634,5.753557715786718,-0.3968782796131675,0.0017869634139065674,29.689268749862986,-0.31333950646612385,0.009517320711997845,10.156821098713303,19.732727272727296,0.006932182733449592,749.4663050993947,-0.45017593280665125,-0.04146740723369156,0.19829467122244812,0.2944769863945724,3,Growing
100737,VOLKSWAGEN AG,11,0.1759738510613116,0.40197492609232893,0.8777051696596321,0.1936288876674181,0.02709842207470783,3.719616359472993,0.42298112486831807,0.6087469152289839,1.7143622738765163,11444.763636363637,0.8164301856440268,40054.12982308188,4.835615451471287,-0.0014811092179576406,0.003270337588635249,0.08190129934863843,0,Growing
100746,CECONOMY AG,11,-0.3118494264262327,0.6535841014263725,1.2198156751662448,0.5906903639120662,0.008673802168773228,20.056499168889847,-0.1293155919597767,0.7194935357172964,0.4821003469264099,-4209.045454545454,0.5994903095030376,17190.659260720102,-9.812161164028998,0.4261993072051868,0.7054665713415734,1.6046285672638447,1,Growing
100764,SUEDZUCKER AG,12,0.16065444511932503,0.04656169261071453,2.5701339738968767,0.2952630618997704,0.009693729123219823,10.352400734362153,0.06756510498531743,0.007410046954755941,2.709501349522008,278.12972027972023,0.5158186354006954,1336.830300327981,2.0732520626496553,0.03513257208794161,0.7795310772053456,0.13736327128119744,3,Growing
100953,RWE AKTIENGESELLSCHAFT,11,0.24802652368191275,0.08041591029768799,2.7658405214599946,5.284303510812511,0.1270851613799514,46.87489755067454,1.6612269284570662,0.22018780595825974,11.19521221450407,-2108.8818181818183,0.2676152840860625,12891.302098125074,-6.241995317139281,-0.25492870272791274,0.4153687044273384,1.2508402566732175,3,Growing
101059,AXEL SPRINGER SE,6,-0.08820577785865774,0.027366493116438104,0.9106067374242528,-0.7843262341505066,0.06884000374334924,5.105281551929277,0.05111189900903693,0.002646521889421396,1.6967883393440708,8.597142857142808,0.0076021389213806086,168.39517428424784,0.48379155526803164,0.06581861481809068,0.43503504324194564,0.1704237103777891,3,Growing
101120,AUDI AG,10,-0.17659246329481892,0.05911142312035663,2.086235980605714,0.3360099725213977,0.03895066348074544,4.890144715201467,0.022936803339705384,0.0011104428507367288,1.9770231696722917,622.7575757575758,0.1165194377230684,5240.187218983689,2.948556180753359,-0.001606969621326186,0.2753350218604021,0.008796378595312598,3,Growing
101148,LECHWERKE AG,11,-0.5832397455941732,0.7030878006977734,2.1995930084700666,-0.43642453454299757,0.0366753096649419,7.206464683998575,-0.6126584818850448,0.5935064248640239,2.514813239645769,-6.372154545454549,0.0032850618714805324,351.5721974912265,-5.704406556061259,-0.0011097331706411463,0.5734104517223269,0.004634317296851969,1,Growing
101161,GELSENWASSER AG,11,-0.22518690042393547,0.5627124993858175,0.9492920461609282,-0.16560992262302696,0.09021678878685692,1.7435831846248302,-0.45026659982584105,0.7170057433575504,1.6815446961912393,634.6327272727274,0.31955646934434084,3550.165974562619,12.617147819605234,0.025536537839014918,0.8287809000643339,0.08870378462007979,1,Growing
101286,LEONI AG,9,-1.609428521142559,0.4392066925078742,6.270347201124659,2.825916086743666,0.010245574288206554,72.08509561390623,-1.0817639148309188,0.3797682293272281,4.532392851504088,85.58336666666666,0.3256418439590064,387.23413571171005,2.738246026454627,0.28609229806830583,0.12307600525387834,2.1055901529007994,3,Growing
101390,KSB SE & CO KGAA,11,0.49095135967911474,0.6693411049499705,1.897643901016072,0.9089021466721219,0.3375409282403176,4.9471366766516445,0.4410495948978004,0.635168979838396,1.7500190953048023,66.11860909090912,0.6611164574392494,257.14893188835595,3.1047074705184308,-0.016148784720528896,0.6537568565391048,0.06315848684764931,1,Growing
101768,MCKESSON EUROPE AG,8,-0.6210729632826416,0.7340577515866491,1.660952302316648,0.1484828140766207,0.00042731390085411485,16.45819982702202,-0.19183236718778285,0.593520782858094,0.5705366821312955,-1491.709523809524,0.7100768386679761,4056.124161607359,-11.817815281051235,-0.013002417770400131,0.038117339513185126,0.1525957638036961,1,Growing
101937,DMG MORI AG,11,0.00159940605292435,7.268328986588069e-06,1.8760372052470016,0.09001494588263412,0.008502481121148263,3.0870366572228707,0.16743301524572757,0.08957054621112989,1.7691248671833462,-3.5553454545454564,0.002219358197169932,238.65366294484514,-0.04180399465473217,-0.000630535842515135,0.03436320745582994,0.010756300629053535,3,Growing
101942,HENKEL AG & CO KGAA,11,-0.5473890250484145,0.7328551278800158,2.022027325018474,-0.8900168753756615,0.7182492289534603,3.3209371542503607,-0.48889910488203714,0.4629066347167239,2.2723359500604876,454.2181818181818,0.7859325624624647,1620.2121073264675,2.768199524629389,0.0002776439271286149,0.0002703952541836833,0.05339353146889914,1,Growing
102175,PUMA SE,11,0.4544062830161389,0.3369182892151099,2.4756088939468284,0.9549101070945898,0.4782553307889233,4.3664911104027375,0.391754667762913,0.44903293123096777,1.8487367888979098,641.1227272727273,0.9443535478418251,2086.286099292035,11.48801643807753,0.06960959742550267,0.8188454574312806,0.24325857036152929,1,Growing
102187,PORSCHE AUTOMOBIL HOLDING SE,11,0.015974187631499267,0.5615987276418497,0.06337525582315078,-2.5967060005961065,0.1840660401081278,19.139736166389206,943.7404556838312,0.5175385742396469,1855.2233760041122,-0.6090909090909093,0.001632957439068754,47.66446083243029,,0.014792882609628261,0.5067588575558716,0.06571312742756447,1,Growing
102218,DRAEGERWERK AG,11,-0.11521955217883877,0.009666230777484151,3.705933339365996,-0.117216317887084,0.002854383784733833,6.937961603359535,-0.09834571863561763,0.007438239047710455,3.6059557450761877,105.70195454545456,0.7865650653614819,376.8909343290901,3.307194713782824,0.001464221535601337,0.024980732571879546,0.029295721952316743,3,Growing
102250,HUGO BOSS AG,11,-2.0756674726259097,0.5312332720385037,9.0056516880906,-2.35840137876336,0.20058344252166438,16.652144841586715,-1.0818589936119924,0.30161916401188277,6.229327927340647,148.7824272727273,0.47256702212423907,684.4156536318029,5.293216867008144,0.08041346341102293,0.49521971772900647,0.36135145141688957,1,Growing
