gvkey,combined_cluster,combined_name,static_cluster,static_name,dynamic_cluster,dynamic_name,company_name,pattern,flag
103200,1,Upper-Mid,4,Lower-Mid,1,Growing,FUCHS SE,Improving,⭐
103255,1,Upper-Mid,2,Upper-Mid,3,Growing,BERTELSMANN SE & CO KGAA,Consistent,✓
103269,1,Upper-Mid,2,Upper-Mid,3,Growing,KRONES AG,Consistent,✓
103487,1,Upper-Mid,0,High Performers,1,Growing,SAP SE,Consistent,✓
103533,1,Upper-Mid,4,Lower-Mid,3,Growing,SIXT SE,Improving,⭐
104357,1,Upper-Mid,0,High Performers,3,Growing,KABEL DEUTSCHLAND HOLDING AG,Declining,⚠
104364,5,Challenged,3,Low Performers,1,Growing,TELE COLUMBUS AG,Improving,⭐
132740,1,Upper-Mid,0,High Performers,3,Growing,INFINEON TECHNOLOGIES AG,Declining,⚠
200759,1,Upper-Mid,4,Lower-Mid,3,Growing,BIOTEST AG,Improving,⭐
202305,1,Upper-Mid,2,Upper-Mid,1,Growing,FRESENIUS SE & CO KGAA,Consistent,✓
202807,1,Upper-Mid,2,Upper-Mid,3,Growing,JUNGHEINRICH AG,Consistent,✓
203162,1,Upper-Mid,2,Upper-Mid,3,Growing,HORNBACH HOLDING AG & CO,Consistent,✓
203586,1,Upper-Mid,2,Upper-Mid,3,Growing,VTG AG,Consistent,✓
204820,1,Upper-Mid,2,Upper-Mid,1,Growing,FIELMANN GROUP AG,Consistent,✓
205865,1,Upper-Mid,2,Upper-Mid,1,Growing,PROSIEBENSAT.1 MEDIA SE,Consistent,✓
205934,1,Upper-Mid,0,High Performers,3,Growing,FREENET AG,Declining,⚠
206703,1,Upper-Mid,4,Lower-Mid,1,Growing,SGL CARBON SE,Improving,⭐
207096,4,Mid,4,Lower-Mid,3,Growing,RHOEN-KLINIKUM AG,Improving,⭐
208821,1,Upper-Mid,2,Upper-Mid,3,Growing,SARTORIUS AG,Consistent,✓
209440,1,Upper-Mid,2,Upper-Mid,3,Growing,VOSSLOH AG,Consistent,✓
210326,4,Mid,1,Mid,3,Growing,BLG-BREMER LAGERHAUS-GESELLS,Declining,⚠
210332,1,Upper-Mid,4,Lower-Mid,3,Growing,CLAAS KG,Improving,⭐
210334,1,Upper-Mid,2,Upper-Mid,3,Growing,COMPUGROUP MEDICAL SE & CO,Consistent,✓
210340,1,Upper-Mid,4,Lower-Mid,3,Growing,DILLINGER HUTTENWERKE,Improving,⭐
210359,1,Upper-Mid,0,High Performers,3,Growing,EWE-ENERGIEVERSORGUNG WESER,Declining,⚠
212782,1,Upper-Mid,2,Upper-Mid,1,Growing,FRESENIUS MEDICAL CARE AG,Consistent,✓
213034,4,Mid,1,Mid,1,Growing,GRAMMER AG,Consistent,✓
213037,1,Upper-Mid,2,Upper-Mid,3,Growing,INDUS HOLDING AG,Consistent,✓
214700,1,Upper-Mid,0,High Performers,3,Growing,STADA ARZNEIMITTEL AG,Declining,⚠
214759,4,Mid,1,Mid,3,Growing,HEIDELBERGER DRUCKMASCHINEN,Declining,⚠
216524,1,Upper-Mid,0,High Performers,0,Growing,ENBW ENERGIE BADEN,Consistent,✓
218000,1,Upper-Mid,4,Lower-Mid,3,Growing,JENOPTIK AG,Improving,⭐
220295,4,Mid,1,Mid,1,Growing,ELRINGKLINGER AG,Consistent,✓
220301,1,Upper-Mid,0,High Performers,3,Growing,MERCK KGAA,Declining,⚠
220303,1,Upper-Mid,4,Lower-Mid,3,Growing,AURUBIS AG,Improving,⭐
220307,4,Mid,1,Mid,3,Growing,PFALZWERKE AG,Declining,⚠
221244,1,Upper-Mid,2,Upper-Mid,3,Growing,ADIDAS AG,Consistent,✓
221614,4,Mid,1,Mid,3,Growing,DEUTSCHE BAHN AG,Declining,⚠
221616,1,Upper-Mid,0,High Performers,0,Growing,DEUTSCHE TELEKOM,Consistent,✓
222247,1,Upper-Mid,4,Lower-Mid,1,Growing,SOFTWARE GMBH,Improving,⭐
222340,4,Mid,1,Mid,1,Growing,DUERR AG,Consistent,✓
223089,1,Upper-Mid,2,Upper-Mid,3,Growing,HORNBACH-BAUMARKT AG,Consistent,✓
225236,1,Upper-Mid,2,Upper-Mid,1,Growing,UNITED INTERNET AG,Consistent,✓
231016,1,Upper-Mid,-1,,3,Growing,MORPHOSYS AG,Unknown,?
232623,4,Mid,1,Mid,3,Growing,EVOTEC SE,Declining,⚠
233025,4,Mid,2,Upper-Mid,1,Growing,CANCOM SE,Improving,⭐
234919,1,Upper-Mid,0,High Performers,3,Growing,CTS EVENTIM AG & CO KGAA,Declining,⚠
238136,1,Upper-Mid,2,Upper-Mid,1,Growing,BECHTLE AG,Consistent,✓
238442,1,Upper-Mid,4,Lower-Mid,3,Growing,CARL ZEISS MEDITEC AG,Improving,⭐
241456,1,Upper-Mid,2,Upper-Mid,0,Growing,DEUTSCHE POST AG,Improving,⭐
241840,4,Mid,1,Mid,1,Growing,SCHULER AG,Consistent,✓
242158,0,Top Tier,0,High Performers,1,Growing,WIRECARD AG,Consistent,✓
244394,1,Upper-Mid,2,Upper-Mid,3,Growing,MVV ENERGIE AG,Consistent,✓
244398,4,Mid,2,Upper-Mid,1,Growing,TAKKT AG,Improving,⭐
245628,4,Mid,1,Mid,1,Growing,NORDEX SE,Consistent,✓
245839,1,Upper-Mid,2,Upper-Mid,3,Growing,FRAPORT AG,Consistent,✓
248166,1,Upper-Mid,2,Upper-Mid,3,Growing,MAINOVA AG,Consistent,✓
269104,4,Mid,1,Mid,3,Growing,BAUER AG,Declining,⚠
269835,1,Upper-Mid,2,Upper-Mid,3,Growing,BRENNTAG SE,Consistent,✓
270249,1,Upper-Mid,2,Upper-Mid,3,Growing,DIEBOLD NIXDORF AG,Consistent,✓
271763,4,Mid,4,Lower-Mid,3,Growing,LANXESS AG,Improving,⭐
273099,1,Upper-Mid,2,Upper-Mid,3,Growing,MTU AERO ENGINES AG,Consistent,✓
276585,4,Mid,4,Lower-Mid,3,Growing,WACKER CHEMIE AG,Improving,⭐
278310,4,Mid,4,Lower-Mid,3,Growing,KLOCKNER & CO SE,Improving,⭐
281772,1,Upper-Mid,2,Upper-Mid,3,Growing,SYMRISE AG,Consistent,✓
284636,1,Upper-Mid,4,Lower-Mid,3,Growing,WACKER NEUSON SE,Improving,⭐
284944,1,Upper-Mid,2,Upper-Mid,3,Growing,GERRESHEIMER GROUP,Consistent,✓
285715,1,Upper-Mid,2,Upper-Mid,3,Growing,SAF HOLLAND SE,Consistent,✓
287162,1,Upper-Mid,2,Upper-Mid,3,Growing,HAMBURGER HAFEN UND LOGISTIK,Consistent,✓
289333,4,Mid,1,Mid,3,Growing,SMA SOLAR TECHNOLOGY AG,Declining,⚠
295079,1,Upper-Mid,0,High Performers,1,Growing,STROEER SE & CO KGAA,Consistent,✓
295421,4,Mid,2,Upper-Mid,1,Growing,EVONIK INDUSTRIES AG,Improving,⭐
297185,1,Upper-Mid,2,Upper-Mid,3,Growing,KION GROUP AG,Consistent,✓
297222,4,Mid,4,Lower-Mid,1,Growing,NORMA GROUP SE,Improving,⭐
313972,1,Upper-Mid,2,Upper-Mid,1,Growing,TELEFONICA DEUTSCHLAND,Consistent,✓
315541,4,Mid,1,Mid,2,Growing,OSRAM LICHT AG,Consistent,✓
315582,1,Upper-Mid,2,Upper-Mid,3,Growing,STABILUS SE,Consistent,✓
317079,0,Top Tier,0,High Performers,1,Growing,SCOUT24 SE,Consistent,✓
318434,1,Upper-Mid,2,Upper-Mid,3,Growing,ZALANDO SE,Consistent,✓
318452,0,Top Tier,-1,,2,Growing,ROCKET INTERNET SE,Unknown,?
318659,4,Mid,2,Upper-Mid,3,Growing,HELLA GMBH & CO. KGAA,Consistent,✓
319665,4,Mid,1,Mid,1,Growing,ALLANE SE,Consistent,✓
319865,4,Mid,4,Lower-Mid,3,Growing,SILTRONIC AG,Improving,⭐
320124,4,Mid,1,Mid,1,Growing,SCHAEFFLER AG,Consistent,✓
320448,4,Mid,1,Mid,3,Growing,COVESTRO AG,Declining,⚠
321632,4,Mid,2,Upper-Mid,0,Growing,UNIPER SE,Improving,⭐
322597,4,Mid,1,Mid,1,Growing,INNOGY SE,Consistent,✓
324859,4,Mid,1,Mid,1,Growing,DELIVERY HERO SE,Consistent,✓
324977,4,Mid,1,Mid,1,Growing,METRO AG,Consistent,✓
325735,3,Lower-Mid,1,Mid,2,Growing,HELLOFRESH SE,Consistent,✓
326410,1,Upper-Mid,4,Lower-Mid,3,Growing,1&1 AG,Improving,⭐
326577,1,Upper-Mid,0,High Performers,3,Growing,DERMAPHARM HOLDING,Declining,⚠
326765,1,Upper-Mid,2,Upper-Mid,1,Growing,SIEMENS HEALTHINEE,Consistent,✓
327148,2,Strong Performers,0,High Performers,4,Declining (Volatile),SPRINGER NATURE AG,Declining,⚠
328745,1,Upper-Mid,2,Upper-Mid,1,Growing,KNORR-BREMSE AKTIE,Consistent,✓
329260,1,Upper-Mid,1,Mid,3,Growing,ENCAVIS AG,Declining,⚠
332311,1,Upper-Mid,2,Upper-Mid,0,Growing,TRATON SE,Improving,⭐
333885,0,Top Tier,0,High Performers,3,Growing,TEAMVIEWER SE,Declining,⚠
340115,1,Upper-Mid,2,Upper-Mid,1,Growing,HENSOLDT AG,Consistent,✓
340153,4,Mid,1,Mid,3,Growing,SIEMENS ENERGY AG,Declining,⚠
346413,0,Top Tier,4,Lower-Mid,1,Growing,AUTO1 GROUP SE,Improving,⭐
347562,1,Upper-Mid,2,Upper-Mid,3,Growing,SYNLAB AG,Consistent,✓
350278,1,Upper-Mid,2,Upper-Mid,1,Growing,VITESCO TECHNOLOGIES GROUP,Consistent,✓
351590,1,Upper-Mid,2,Upper-Mid,3,Growing,DAIMLER TRUCK HOLDING AG,Consistent,✓
354519,1,Upper-Mid,0,High Performers,3,Growing,DR ING  H C F PORSCHE AG,Declining,⚠
355804,0,Top Tier,0,High Performers,1,Growing,IONOS GROUP SE,Consistent,✓
358679,1,Upper-Mid,0,High Performers,1,Growing,SCHOTT PHARMA AG & CO KGAA,Consistent,✓
360887,0,Top Tier,2,Upper-Mid,1,Growing,DOUGLAS AG,Improving,⭐
