gvkey,conm,cluster,proximity_score,profitability_score,liquidity_score,leverage_score,efficiency_score,cashflow_score,structure_score,relative_score,overall_score
320448,COVESTRO AG,2,43.37383189529955,94.1926318628209,81.10745400245429,62.357739764551276,83.8574326028104,54.97564763545433,82.21723772797893,52.36110061341903,55.002447997560694
321632,UNIPER SE,2,35.09012318075852,52.30262746424411,73.95726558240369,84.74807755536669,49.094573915150676,80.34697369878832,93.6745361618319,50.710084028437784,40.335568607961505
322597,INNOGY SE,2,32.79524207937347,44.11797179657704,85.05878225070761,59.483051893009154,62.054491244580554,85.31422716989876,85.53821078462181,44.536483757057056,37.1981700670528
324859,DELIVERY HERO SE,2,52.33742014212608,68.85565712645166,94.81821395078256,67.99099175448683,75.87629215801425,79.66549632041125,98.03463104705078,48.58521108562295,52.88664248129158
324977,METRO AG,2,15.245125742455798,88.48924225358232,40.97606724729989,58.89214611169968,21.583760911457137,78.72218470941965,82.17931077286748,49.37615600715237,32.92267749558732
325735,HELLOFRESH SE,3,0.16348490115622835,35.527567536951196,66.34636851688089,96.54500373353225,11.625323783673574,0.2629291776705545,98.67606985234025,53.22693055104006,18.569206408756994
326410,1&1 AG,1,43.51084234895639,76.24737794124994,62.37560398299124,58.51804415158301,75.49979178696623,84.52724237193355,95.83654431383714,48.26852176279908,49.83058571103577
326577,DERMAPHARM HOLDING,0,37.17324469271151,79.49871201616904,48.339484090220544,98.71915293130802,56.07914883634451,78.5380942089033,93.08555426265268,50.386701208927484,49.052827898900894
326765,SIEMENS HEALTHINEE,3,64.0913215538234,82.29293784140997,92.35889490014864,88.26331821990688,71.97250990849145,84.67040904039047,95.4584215806439,50.24541041238725,61.71732449807577
327148,SPRINGER NATURE AG,0,38.81726402703824,60.74339609009544,77.7508114335217,87.69174270840708,49.967284872996295,76.27845157600225,89.74256520676069,50.94420385092528,43.93985183062454
328745,KNORR-BREMSE AKTIE,3,52.70594932822254,66.36699220097293,64.33346171486555,90.8589293890207,90.65136883433168,84.41647552039232,99.72313396484044,53.39620852443774,57.03937643553543
329260,ENCAVIS AG,0,3.2541607587478025,40.082607022171516,82.05340656450446,74.3948467849905,4.131732358251657,45.71864648979948,94.14551670830396,50.78269006601323,17.377430240170224
332311,TRATON SE,3,60.35054625325675,82.88807246525691,72.5450655520168,79.99566278597754,91.88868865620186,78.60942987272385,95.7503754655024,47.034602328391884,62.50070257138212
333885,TEAMVIEWER SE,0,12.93095802500476,27.694374511379905,35.41391991576751,53.21791948439546,49.41147155081252,56.88606452577869,60.95501466823142,51.87007495863975,23.44477079333931
340115,HENSOLDT AG,3,49.12020122300545,71.08052476536356,92.34013805982416,61.81844680003452,71.7159223732715,90.94720258799182,83.70445794267086,50.39386307822005,50.803418478269066
340153,SIEMENS ENERGY AG,3,30.631783419219786,40.480425902653394,59.961047189767626,61.432895566780466,84.48794370574831,87.96886638135656,82.26554777914863,42.2855776831896,39.16527966075889
346413,AUTO1 GROUP SE,2,10.039709925541217,73.37897709891861,26.60498830186674,83.40083633148897,17.591280095161217,54.139849363166846,92.91349263305924,53.108081219266346,29.670455037423295
347036,VANTAGE TOWERS AG,0,13.234135803610547,30.162671740808005,57.17368634348647,54.44709684404958,27.92080825468161,57.34962676598682,83.0564443048807,52.262039675534915,20.95901959221302
347562,SYNLAB AG,3,30.463867203135912,34.71963954533926,81.03432655700155,65.38728231844743,79.50163898910073,91.17120133862713,91.50542184147523,49.166067891861985,37.59344887053207
350278,VITESCO TECHNOLOGIES GROUP,2,61.23236870752049,69.27736692669168,92.95615363441716,84.69744555317241,84.09021440766253,86.47990466643462,86.26986462934731,50.35883473353327,59.43169758481316
